PEP 279| draft | list itemize amap enumerate does what is says . | four syllables is a little long enum pithy less clear than enumerate too similar to enum in other languages where it has a different meaning | say | list itemize amap enumerate does what is says .
PEP 414| bdfl_pronouncement_accepted | I also plan to add a link to Lennart's guide to the various porting strategies that are currently available, more clearly articulate the cases where the new approach can most help i e. when there are project specific reasons to avoid the unicode literals import , as well as name drop Pyramid Chris McDonough , Flask Armin , Django Jacob Kaplan Moss and requests Kenneth Reitz as cases where key developers of web related third party frameworks or libraries have indicated that PEP 414 will help greatly with bringing the sections of the Python ecosystem they're involved with into the Python 3 fold over the next few years. | My aim is for the end result to better reflect the reasons why Guido accepted the PEP, moreso than Armin's own reasons for wanting it. | reason | I also plan to add a link to Lennart's guide to the various porting strategies that are currently available, more clearly articulate the cases where the new approach can most help i e. when there are project specific reasons to avoid the unicode literals import , as well as name drop Pyramid Chris McDonough , Flask Armin , Django Jacob Kaplan Moss and requests Kenneth Reitz as cases where key developers of web related third party frameworks or libraries have indicated that PEP 414 will help greatly with bringing the sections of the Python ecosystem they're involved with into the Python 3 fold over the next few years.
PEP 414| bdfl_pronouncement_accepted | I also plan to add a link to Lennart's guide to the various porting strategies that are currently available, more clearly articulate the cases where the new approach can most help i e. when there are project specific reasons to avoid the unicode literals import , as well as name drop Pyramid Chris McDonough , Flask Armin , Django Jacob Kaplan Moss and requests Kenneth Reitz as cases where key developers of web related third party frameworks or libraries have indicated that PEP 414 will help greatly with bringing the sections of the Python ecosystem they're involved with into the Python 3 fold over the next few years. | My aim is for the end result to better reflect the reasons why Guido accepted the PEP, moreso than Armin's own reasons for wanting it. | _reasons | I also plan to add a link to Lennart's guide to the various porting strategies that are currently available, more clearly articulate the cases where the new approach can most help i e. when there are project specific reasons to avoid the unicode literals import , as well as name drop Pyramid Chris McDonough , Flask Armin , Django Jacob Kaplan Moss and requests Kenneth Reitz as cases where key developers of web related third party frameworks or libraries have indicated that PEP 414 will help greatly with bringing the sections of the Python ecosystem they're involved with into the Python 3 fold over the next few years.
PEP 415| replaced | The implementation of PEP 492 async await , for example, underwent some fundamental changes during the beta process, as developers' feedback showed that some of the design decisions we made in the original version were quite problematic. | The original exception suppression mechanism in PEP 409 which made clever but idiosyncratic use of Ellipsis , was replaced with the simpler mechanism in PEP 415 which instead uses a more conventional setter with side effects on other attributes approach . | feedback | The implementation of PEP 492 async await , for example, underwent some fundamental changes during the beta process, as developers' feedback showed that some of the design decisions we made in the original version were quite problematic.
PEP 416| rejected | STINNER Victor victor stinner at gmail com added the comment | The PEP has been rejected. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 416| rejected | STINNER Victor victor stinner at gmail com added the comment | The PEP has been rejected. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 418| draft | I started to write the PEP 418 to clarify the notions of monotonic and steady clocks. | The PEP is a draft and everyone is invited to contribute! | _steady | I started to write the PEP 418 to clarify the notions of monotonic and steady clocks.
PEP 418| bdfl_pronouncement_accepted | STINNER Victor victor stinner at gmail com added the comment | Guido van Rossum accepted the PEP, let's commit the implementation. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 418| accepted | STINNER Victor victor stinner at gmail com added the comment | The PEP 418 has been accepted read it to understand why time clock is now deprecated. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 418| accepted | STINNER Victor victor stinner at gmail com added the comment | The PEP 418 has been accepted read it to understand why time clock is now deprecated. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 418| accepted | STINNER Victor victor stinner at gmail com added the comment | The PEP 418 has been accepted read it to understand why time clock is now deprecated. | _comment | STINNER Victor victor stinner at gmail com added the comment
PEP 419| deferred | Mark Lawrence added the comment | FTR PEP 419 has been deferred as there's no champion. | _comment | Mark Lawrence added the comment
PEP 421| withdrawn | This PEP is rejected by its author, because it has been superseded by the new importlib. | This PEP has been withdrawn by its author, as much of the detailed design is no longer valid following the migration to importlib in Python 3.3. | _superseded | This PEP is rejected by its author, because it has been superseded by the new importlib.
PEP 423| deferred | diff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects . | further consideration of this pep has been deferred at least until after | discussion | diff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects .
PEP 423| deferred | diff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects . | further consideration of this pep has been deferred at least until after | _discussions | diff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects .
PEP 423| deferred | pep 0423 txt 7 pankajdiff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects . | further consideration of this pep has been deferred at least until after | discussion | pep 0423 txt 7 pankajdiff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects .
PEP 423| deferred | pep 0423 txt 7 pankajdiff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects . | further consideration of this pep has been deferred at least until after | _discussions | pep 0423 txt 7 pankajdiff git a pep 0423 txt b pep 0423 txt b pep 0423 txt 4,7 4,7 last modified date author benoit bryon benoit at marmelune net discussions to distutils sig at python org status draft status deferred type informational content type text x rst created 24 may 2012 28,6 28,11 specific recipes for existing projects how to apply naming guidelines on existing projects .
PEP 426| accepted | I see no reason to not reuse existing core code, but equally I don't particularly intend myself to add metadata 1.3 support to distutils. | I would hope that when PEP 426 is accepted, distutils will be updated to allow writing of Metadata 1.3 format. | reason | I see no reason to not reuse existing core code, but equally I don't particularly intend myself to add metadata 1.3 support to distutils.
PEP 426| accepted | I see no reason to not reuse existing core code, but equally I don't particularly intend myself to add metadata 1.3 support to distutils. | I would hope that when PEP 426 is accepted, distutils will be updated to allow writing of Metadata 1.3 format. | reason | I see no reason to not reuse existing core code, but equally I don't particularly intend myself to add metadata 1.3 support to distutils.
PEP 427| accepted | The major version is used to indicate potentially backwards incompatible changes to the format. | This PEP was accepted, and the defined wheel version updated to 1.0, by Nick Coghlan on 16th February, 2013 1 | incompatible_change | The major version is used to indicate potentially backwards incompatible changes to the format.
PEP 427| accepted | The major version is used to indicate potentially backwards incompatible changes to the format. | This PEP was accepted, and the defined wheel version updated to 1.0, by Nick Coghlan on 16th February, 2013 1 | incompatible_change | The major version is used to indicate potentially backwards incompatible changes to the format.
PEP 427| accepted | The major version is used to indicate potentially backwards incompatible changes to the format. | This PEP was accepted, and the defined wheel version updated to 1.0, by Nick Coghlan on 16th February, 2013 1 | incompatible_change | The major version is used to indicate potentially backwards incompatible changes to the format.
PEP 429| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 429| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 429| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 429| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 431| withdrawn | Berker Peksag added the comment | Closing this since the PEP has been withdrawn. | _comment | Berker Peksag added the comment
PEP 433| rejected | STINNER Victor added the comment | The PEP 433 was rejected, replaced with the PEP 446. | _comment | STINNER Victor added the comment
PEP 433| rejected | STINNER Victor added the comment | The PEP 433 was rejected, replaced with the PEP 446. | _comment | STINNER Victor added the comment
PEP 434| updated | Terry J. Reedy added the comment | Benjamim, I made idlever update from sys version until removed, so remove it from release process. | _comment | Terry J. Reedy added the comment
PEP 434| updated | Terry J. Reedy added the comment | Benjamim, I made idlever update from sys version until removed, so remove it from release process. | _comment | Terry J. Reedy added the comment
PEP 435| accepted | I have reviewed the latest version of PEP 435 and I see that it is very good. | I hereby declare PEP 435 as Accepted. | reviewed | I have reviewed the latest version of PEP 435 and I see that it is very good.
PEP 435| accepted | I have reviewed the latest version of PEP 435 and I see that it is very good. | I hereby declare PEP 435 as Accepted. | _reviewed | I have reviewed the latest version of PEP 435 and I see that it is very good.
PEP 435| accepted | I have reviewed the latest version of PEP 435 and I see that it is very good. | I hereby declare PEP 435 as Accepted. | reviewed | I have reviewed the latest version of PEP 435 and I see that it is very good.
PEP 435| accepted | I have reviewed the latest version of PEP 435 and I see that it is very good. | I hereby declare PEP 435 as Accepted. | _reviewed | I have reviewed the latest version of PEP 435 and I see that it is very good.
PEP 438| accepted | Thanks everyone who's been involved in the formulation and discussion of PEP 438 Transitioning to release file hosting on PyPI . | I have today accepted the PEP and the first phase of implementation is now underway, spearheaded by Donald Stufft. | discussion | Thanks everyone who's been involved in the formulation and discussion of PEP 438 Transitioning to release file hosting on PyPI .
PEP 440| updated | If that long term approach sounds reasonable to folks, we should probably promote packaging from Donald's personal repo, include it in the PyPA project list and tweak the description of distlib accordingly. | just down to my current workload I'm busy with consultancy work Note that I have recently updated distlib to reflect changes in PEP 440, though this functionality has not been officially released it's available in the public repos, though . | reason | If that long term approach sounds reasonable to folks, we should probably promote packaging from Donald's personal repo, include it in the PyPA project list and tweak the description of distlib accordingly.
PEP 440| updated | If that long term approach sounds reasonable to folks, we should probably promote packaging from Donald's personal repo, include it in the PyPA project list and tweak the description of distlib accordingly. | just down to my current workload I'm busy with consultancy work Note that I have recently updated distlib to reflect changes in PEP 440, though this functionality has not been officially released it's available in the public repos, though . | reason | If that long term approach sounds reasonable to folks, we should probably promote packaging from Donald's personal repo, include it in the PyPA project list and tweak the description of distlib accordingly.
PEP 444| deferred | diff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | discussion | diff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks.
PEP 444| deferred | diff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _discussions | diff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks.
PEP 444| deferred | pep 0444 txt 14 pankajdiff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | discussion | pep 0444 txt 14 pankajdiff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks.
PEP 444| deferred | pep 0444 txt 14 pankajdiff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks. | further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback, and with sufficient available time to do so effectively. | _discussions | pep 0444 txt 14 pankajdiff git a pep 0444 txt b pep 0444 txt b pep 0444 txt 5,7 5,7 author chris mcdonough chrism at plope com , armin ronacher armin ronacher at active 4 com discussions to python web sig web sig at python org status draft status deferred type informational content type text x rst created 19 jul 2010 18,6 18,18 interface between web servers and python web applications or frameworks.
PEP 446| rejected | STINNER Victor added the comment | The PEP 433 was rejected, replaced with the PEP 446. | _comment | STINNER Victor added the comment
PEP 446| rejected | STINNER Victor added the comment | The PEP 433 was rejected, replaced with the PEP 446. | _comment | STINNER Victor added the comment
PEP 446| wrote_pep | STINNER Victor added the comment | Yes, and that's why I wrote the whole PEP 446 But we are not going to backport the PEP. | _comment | STINNER Victor added the comment
PEP 451| accepted | As an example that hopefully helps illustrate the two different cases, the shift to enabling proper SSL TLS verification by default would qualify as a worthy use of programmatic deprecation since the current insecure by default behaviour is a genuine bug magnet that leads to security flaws , but I'm not yet convinced that we actually gain any significant benefit from deprecating the legacy import plugin APIs. | While PEP 451 nominally approved deprecating the latter, on the basis that deprecating them will make importlib easier to maintain, they received a stay of execution in 3.4 because the extension module import system currently still needs them, and there are other valid use cases that PEP 451 doesn't currently cover, At this point, I have come to believe that retaining the existing strictly more powerful but also harder to use correctly plugin API is a better way to handle those more complex use cases rather than inventing something new on top of PEP 451, as the latter approach would make things harder to maintain due to increased complexity and needing to manage the deprecation process , and provide a worse experience for users implementing custom import hooks that need to support multiple versions due to the introduction of new cross version compatibility issues . | bug_magnet | As an example that hopefully helps illustrate the two different cases, the shift to enabling proper SSL TLS verification by default would qualify as a worthy use of programmatic deprecation since the current insecure by default behaviour is a genuine bug magnet that leads to security flaws , but I'm not yet convinced that we actually gain any significant benefit from deprecating the legacy import plugin APIs.
PEP 451| wrote_pep | Nick Coghlan added the comment | Turns out I had written up a recap of the PEP 451 C extension support status back in July, so I just resent that to import sig. | _comment | Nick Coghlan added the comment
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | addressed | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | issues | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | addressed | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | issues | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | addressed | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | issues | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | addressed | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed. | Personally, I'm going to focus on the implied virtualenv change, on the assumption taht PEP 453 is accepted with the Scripts bin change included which is not to say that I won't read that thread, just that I don't personally have any means to change the PEP itself . | issues | As the PEP 453 bundling PIP proposal was originally made by Nick, maybe he would like to check that any issues covered there are addressed.
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | reviewing | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| accepted | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification . | Reliability considerations 408,44 413,49 If this PEP is accepted, the proposed time frame for integration of pip into the CPython release is as follows | issues | However, the core CPython team will also assist with reviewing and resolving the certificate update management issue https github com kennethreitz requests issues 1659 currently affecting the requests project and hence pip cert verification .
PEP 453| draft | Donald Stufft added the comment | Attached is an initial rough draft of the ensurepip module. | _comment | Donald Stufft added the comment
PEP 456| accepted | Christian has indicated he now considers PEP 456, which adds an updated and configurable hash algorithm ready for pronouncement http www python org dev peps pep 0456 | I am happy the PEP and the associated implementation represent a desirable improvement to CPython, and approve of the proposal to experiment further with the small string optimisation during the beta period, before either enabling it or removing it entirely in beta 2. | pronounce | Christian has indicated he now considers PEP 456, which adds an updated and configurable hash algorithm ready for pronouncement http www python org dev peps pep 0456
PEP 456| accepted | Christian has indicated he now considers PEP 456, which adds an updated and configurable hash algorithm ready for pronouncement http www python org dev peps pep 0456 | I am happy the PEP and the associated implementation represent a desirable improvement to CPython, and approve of the proposal to experiment further with the small string optimisation during the beta period, before either enabling it or removing it entirely in beta 2. | _pronouncement | Christian has indicated he now considers PEP 456, which adds an updated and configurable hash algorithm ready for pronouncement http www python org dev peps pep 0456
PEP 459| draft | That's the timeline for the formal definition, in practice drop pydist json in the existing directory as PEP 426 suggests is a fairly safe bet as to what those specs are going to say. | The don't rely on it unless the container version says it's OK to do so caution in the PEP is primarily because wheels already ship with pydist json metadata emitted based on an earlier draft version of the spec from before I gutted it and moved the optional sections out to PEP 459 as standard extension modules, which is also the change that did the most damage when it came to invalidating the current jsonschema definition . | say | That's the timeline for the formal definition, in practice drop pydist json in the existing directory as PEP 426 suggests is a fairly safe bet as to what those specs are going to say.
PEP 461| accepted | A PEP is under discussion to add interpolation back to the bytes type in Python 3.5. | Assuming the PEP is accepted, what will be added back is | discussion | A PEP is under discussion to add interpolation back to the bytes type in Python 3.5.
PEP 461| accepted | A PEP is under discussion to add interpolation back to the bytes type in Python 3.5. | Assuming the PEP is accepted, what will be added back is | discussion | A PEP is under discussion to add interpolation back to the bytes type in Python 3.5.
PEP 461| accepted | Ethan Furman added the comment | PEP 461 has been accepted. | _comment | Ethan Furman added the comment
PEP 461| accepted | Ethan Furman added the comment | PEP 461 has been accepted. | _comment | Ethan Furman added the comment
PEP 465| idea_rejected | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations. | This idea is rejected for this PEP as that ignores the fact that there are people who do find the pre existing optimization levels for CPython useful. | _argument | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations.
PEP 465| idea_rejected | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations. | This idea is rejected for this PEP as that ignores the fact that there are people who do find the pre existing optimization levels for CPython useful. | _argument | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations.
PEP 465| idea_rejected | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations. | This idea is rejected for this PEP as that ignores the fact that there are people who do find the pre existing optimization levels for CPython useful. | _argument | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations.
PEP 465| idea_rejected | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations. | This idea is rejected for this PEP as that ignores the fact that there are people who do find the pre existing optimization levels for CPython useful. | _argument | The argument is that significant performance gains would occur from runtime optimizations through something like a JIT and not through pre execution bytecode optimizations.
PEP 470| accepted | IMO all responses from Brett, Donald, Nathaniel and ?ukasz were reasonable and I haven't accused them of conspiring in the slightest. | I see that the PEP was accepted by Paul Moore. | response | IMO all responses from Brett, Donald, Nathaniel and ?ukasz were reasonable and I haven't accused them of conspiring in the slightest.
PEP 470| accepted | IMO all responses from Brett, Donald, Nathaniel and ?ukasz were reasonable and I haven't accused them of conspiring in the slightest. | I see that the PEP was accepted by Paul Moore. | reason | IMO all responses from Brett, Donald, Nathaniel and ?ukasz were reasonable and I haven't accused them of conspiring in the slightest.
