PEP 8 | proposal | consensus | This PEP proposes a generic Docstring Processing System DPS framework , which separates out the components program and conceptual , enabling the resolution of individual issues either through consensus one solution or through divergence many . | The issues surrounding docstring processing have been contentious and difficult to resolve . | 
PEP 325 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 325 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 335 | null | majority | It provides a clean solution it was rejected because it adds an extra byte code to all code using those operators the majority of which do n't need it . | To everyone claiming that you ca n't overload and or because they are shortcut operators , please re read PEP 335 . | 
PEP 337 | deferred | feedback | setLevel logging.FATAL PEP Deferral Further exploration of the concepts covered in this PEP has been deferred for lack of a current champion interested in promoting the goals of the PEP and collecting and incorporating feedback , and with sufficient available time to do so effectively . | txt 3,7 3,7 Version Revision Last Modified Date Author Michael P. Dubner dubnerm at mindless.com Status Draft Status Deferred Type Standards Track Content Type text plain Created 02 Oct 2004 26,6 26,13 logging.getLogger py.BaseHTTPServer ' . | 
PEP 340 | proposal | discussion | I proposed this at some point during the discussion leading up to the PEP and it was boohed away as too fragile and I agree . | 17015.39213.522060.873605 montanaro.dyndns.org ca471dc20505031013287a2e92 mail.gmail.com 17015.48830.223391.390538 montanaro.dyndns.org ca471dc2050503113127f938b0 mail.gmail.com d58tkb fvp 1 sea.gmane.org | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | There was a brief discussion about consistency between this proposal and the operator module 's itemgetter and attrgetter which , unlike Martin 's proposal , use argument strings instead of attributes to determine the appropriate function to produce . | where the virtual '' object would serve as a virtual instance so that the self '' argument to the lower '' method could be supplied later . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | feedback | There was a little feedback on the proposal , with a few people wanting to go back to the text builtin instead of changing str , but no final decisions were made . | Otherwise subclasses of unicode would likely get UnicodeEncodeErrors when their str methods were called . | 
PEP 342 | null | discussion | For Python 2.5 , the following candidates have been identified for native context managers file decimal.Context thread.LockType threading.Lock threading.RLock threading.Condition Standard Terminology Discussions about iterators and iterables are aided by the standard 384,7 399,7 This PEP proposes that the protocol used by the with statement be known as the context management protocol '' , and that objects that implement that protocol be known as context managers '' . | A similar error can be raised if enter is invoked on a closed file object . | 
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | null | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | accepted | discussion | After this PEP was originally approved , a subsequent discussion on python dev LSB 4 RSB settled on the term context manager '' for objects which provide enter and exit methods , and context management protocol '' for the protocol itself . | 2 . | 
PEP 343 | updated | consensus | For those not following along at home , I 've now updated PEP 343 to clarify my originally intended meanings for various terms , and to record the fact that we do n't currently have a consensus on python dev that those are the right definitions . | pep 343 update with statement context terminology . | As written up in the PEP , I plan to propagate those interpretations throughout the documentation and implementation for 2.5 a2 , so we have at least one release using my original vision to see if the terminology actually all hangs together sensibly the way I believe it does    ) 
PEP 343 | updated | consensus | For those not following along at home , I 've now updated PEP 343 to clarify my originally intended meanings for various terms , and to record the fact that we do n't currently have a consensus on python dev that those are the right definitions . | pep 343 update with statement context terminology . | As written up in the PEP , I plan to propagate those interpretations throughout the documentation and implementation for 2.5 a2 , so we have at least one release using my original vision to see if the terminology actually all hangs together sensibly the way I believe it does    ) 
PEP 343 | updated | consensus | For those not following along at home , I 've now updated PEP 343 to clarify my originally intended meanings for various terms , and to record the fact that we do n't currently have a consensus on python dev that those are the right definitions . | pep 343 update with statement context terminology . | As written up in the PEP , I plan to propagate those interpretations throughout the documentation and implementation for 2.5 a2 , so we have at least one release using my original vision to see if the terminology actually all hangs together sensibly the way I believe it does    ) 
PEP 343 | updated | consensus | For those not following along at home , I 've now updated PEP 343 to clarify my originally intended meanings for various terms , and to record the fact that we do n't currently have a consensus on python dev that those are the right definitions . | pep 343 update with statement context terminology . | As written up in the PEP , I plan to propagate those interpretations throughout the documentation and implementation for 2.5 a2 , so we have at least one release using my original vision to see if the terminology actually all hangs together sensibly the way I believe it does    ) 
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | draft python dev summary for 2006 06 01 to 2006 06 15 . | 
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | draft python dev summary for 2006 06 01 to 2006 06 15 . | 
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | python dev summary for 2006 06 01 through 2006 06 15 . | 
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | python dev summary for 2006 06 01 through 2006 06 15 . | 
PEP 343 | null | discussion | For Python 2.5 , the following candidates have been identified for native context managers file decimal.Context thread.LockType threading.Lock threading.RLock threading.Condition Standard Terminology Discussions about iterators and iterables are aided by the standard 384,7 399,7 This PEP proposes that the protocol used by the with statement be known as the context management protocol '' , and that objects that implement that protocol be known as context managers '' . | A similar error can be raised if enter is invoked on a closed file object . | 
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | python dev summary for 2006 06 01 through 2006 06 15 . | 
PEP 343 | null | support | Moving PEP 343 to Final Python sprint at Google Aug. 21 24 Long options support High Level Virtual Machine sqlite3 test errors was Re LSB Python checkins RSB r46936 in python trunk Lib sqlite3 test regression.py Lib sqlite3 test types.py Lib sqlite3 test userfunctions.py Modules sqlite connection . | python dev summary for 2006 06 01 through 2006 06 15 . | 
PEP 343 | null | support | components Extension Modules messages 104817 nosy Matt.Wartell priority normal severity normal status open title bz2.BZ2File should support with '' protocol per PEP 343 type behavior versions Python 2.6 | dpkg l python2 .6 ii python2 .6 2.6.5 1ubuntu6 An interactive hig ... dpkg L python2 .6 grep bz2.so usr lib python2 .6 lib dynload bz2 . | 
PEP 343 | null | support | components Extension Modules messages 104817 nosy Matt.Wartell priority normal severity normal status open title bz2.BZ2File should support with '' protocol per PEP 343 type behavior versions Python 2.6 | dpkg l python2 .6 ii python2 .6 2.6.5 1ubuntu6 An interactive hig ... dpkg L python2 .6 grep bz2.so usr lib python2 .6 lib dynload bz2 . | 
PEP 344 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 344 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 344 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
PEP 344 | null | discussion | A lot of discussion about the specifics of the PEP took place , and Ka Ping is working these into a revised version . | Guido likes the motivation and rationale , but feels that the specification needs more work . | One of the major questions was whether there is no need for both   context   and   cause      to differentiate between explicit and implicit chaining  )  .
