PEP 1 | accepted| discussion | need not be completed before the PEP is accepted .|Modified Files : pep-0001.txt Log Message : Fleshed out the bulk of the guidelines , after internal discussion among the PEP authors and the BDFL .
PEP 438 | proposal| support | This PEP proposes a mechanism for project authors to register with PyPI an external repository where their project 's downloads can be located .|In + addition to adding discovery information to make explicit multiple repositories + easy to use , this PEP also deprecates and removes the implicit multiple + repository support which currently functions through directly or indirectly + linking offsite via the simple API .
PEP 438 | proposal| support | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version .|In + addition to adding discovery information to make explicit multiple repositories + easy to use , this PEP also deprecates and removes the implicit multiple + repository support which currently functions through directly or indirectly + linking offsite via the simple API .
PEP 438 | accepted| support | PEP 438 was accepted and implemented in pip 1.4 released on Jul 23 , 2013 with the final transition implemented in pip 1.5 released on Jan 2 , 2014 .|In + addition to adding discovery information to make explicit multiple repositories + easy to use , this PEP also deprecates and removes the implicit multiple + repository support which currently functions through directly or indirectly + linking offsite via the simple API .
PEP 438 | proposal| support | Due to the popularity of PIL this PEP also proposes that during the deprecation period that PyPI Administrators will set the PIL download URL as the external index for that project .|In + addition to adding discovery information to make explicit multiple repositories + easy to use , this PEP also deprecates and removes the implicit multiple + repository support which currently functions through directly or indirectly + linking offsite via the simple API .
PEP 438 | proposal| support | Due to the popularity of PIL this PEP also proposes that during the deprecation period that PyPI Administrators will set the PIL download URL as the external index for that project .|In + addition to adding discovery information to make explicit multiple repositories + easy to use , this PEP also deprecates and removes the implicit multiple + repository support which currently functions through directly or indirectly + linking offsite via the simple API .
PEP 438 | proposal| support | Finally this PEP also proposes deprecating linking off site via the simple API .|txt @@ -24,7 +24,7 @@ addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly - linking offsite via the simple API .
PEP 438 | proposal| support | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version .|txt @@ -24,7 +24,7 @@ addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly - linking offsite via the simple API .
PEP 438 | proposal| support | Due to the popularity of PIL this PEP also proposes that during the deprecation period that PyPI Administrators will set the PIL download URL as the external index for that project .|txt @@ -24,7 +24,7 @@ addition to adding discovery information to make explicit multiple repositories easy to use , this PEP also deprecates and removes the implicit multiple repository support which currently functions through directly or indirectly - linking offsite via the simple API .
PEP 438 | proposal| support | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version .|In - addition to adding discovery information to make explicit multiple repositories - easy to use , this PEP also deprecates and removes the implicit multiple - repository support which currently functions through directly or indirectly - linking off site via the simple API .
PEP 438 | proposal| support | This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .|This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .
PEP 438 | proposal| support | This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .|In - addition to adding discovery information to make explicit multiple repositories - easy to use , this PEP also deprecates and removes the implicit multiple - repository support which currently functions through directly or indirectly - linking off site via the simple API .
PEP 438 | proposal| support | Finally this PEP also proposes deprecating and removing the functionality added by PEP 438 , particularly the additional rel information and the meta tag to indicate the API version .|In - addition to adding discovery information to make explicit multiple repositories - easy to use , this PEP also deprecates and removes the implicit multiple - repository support which currently functions through directly or indirectly - linking off site via the simple API .
PEP 438 | proposal| support | This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .|This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .
PEP 438 | proposal| support | This PEP proposes the deprecation and removal of support for hosting files externally to PyPI as well as the deprecation and removal of the functionality added by PEP 438 , particularly rel information to classify different types of links and the meta tag to indicate API version .|In - addition to adding discovery information to make explicit multiple repositories - easy to use , this PEP also deprecates and removes the implicit multiple - repository support which currently functions through directly or indirectly - linking off site via the simple API .
PEP 439 | updated| discussion | I 've updated PEP 439 to note the outcome of the recent discussion regarding setuptools dependencies and a couple of other minor things .|I 've updated PEP 439 to note the outcome of the recent discussion regarding setuptools dependencies and a couple of other minor things .
PEP 439 | updated| discussion | I 've updated PEP 439 to note the outcome of the recent discussion regarding setuptools dependencies and a couple of other minor things .|I 've updated PEP 439 to note the outcome of the recent discussion regarding setuptools dependencies and a couple of other minor things .
PEP 443 | accepted| discussion | pep 443 accepted .|As somebody who missed the discussion about it and right now took a quick look at the PEP , i ask myself how subclasses are handled , as i do n't see anything about it in the PEP , just support for ABCs .
PEP 443 | accepted| support | pep 443 accepted .|As somebody who missed the discussion about it and right now took a quick look at the PEP , i ask myself how subclasses are handled , as i do n't see anything about it in the PEP , just support for ABCs .
PEP 443 | final| discussion | Although the said PEP is final , some parts of the discussion on this issue just beg to be included in the Abstract base classes '' section .|Although the said PEP is final , some parts of the discussion on this issue just beg to be included in the Abstract base classes '' section .
PEP 443 | final| discussion | Although the said PEP is final , some parts of the discussion on this issue just beg to be included in the Abstract base classes '' section .|Although the said PEP is final , some parts of the discussion on this issue just beg to be included in the `` Abstract base classes '' section .
PEP 444 | deferred| discussion | pep deferral further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback , and with sufficient available time to do so effectively .|txt @@ -5,7 +5,7 @@ author : chris mcdonough <chrism at plope.com> , armin ronacher <armin.ronacher at active-4.com> discussions-to : python web-sig <web-sig at python.org> - status : draft + status : deferred type : informational content-type : text/x-rst created : 19-jul-2010 @@ -18,6 +18,18 @@ interface between web servers and python web applications or frameworks .
PEP 444 | deferred| feedback | pep deferral further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback , and with sufficient available time to do so effectively .|pep deferral further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback , and with sufficient available time to do so effectively .
PEP 444 | deferred| feedback | pep deferral further exploration of the concepts covered in this pep has been deferred for lack of a current champion interested in promoting the goals of the pep and collecting and incorporating feedback , and with sufficient available time to do so effectively .|+ pep deferral + ============ + + further exploration of the concepts covered in this pep has been deferred + for lack of a current champion interested in promoting the goals of the pep + and collecting and incorporating feedback , and with sufficient available + time to do so effectively .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to reduces the risk of these issues .|This PEP fixes also a race condition in multithreaded applications on operating systems supporting atomic flags to create non-inheritable file descriptors .
PEP 446 | proposal| feedback | I propose that we wait for one more day for any feedback from others in response to this post , and then accept the PEP .|I propose that we wait for one more day for any feedback from others in response to this post , and then accept the PEP .
PEP 446 | proposal| feedback | I propose that we wait for one more day for any feedback from others in response to this post , and then accept the PEP .|I propose that we wait for one more day for any feedback from others in response to this post , and then accept the PEP .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to have a well defined and portable behaviour and reduce the risk of these issues .|This PEP fixes also a race condition + in multithreaded applications on operating systems supporting atomic + flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to have a well defined and portable behaviour and reduce the risk of these issues .|This PEP fixes also a race condition - in multithreaded applications on operating systems supporting atomic - flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to have a well defined and portable behaviour and reduce the risk of these issues .|This PEP fixes also a race + condition in multithreaded applications on operating systems supporting + atomic flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to reduces the risk of these issues .|This PEP fixes also a race - condition in multithreaded applications on operating systems supporting - atomic flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to reduces the risk of these issues .|This PEP fixes also a race - condition in multithreaded applications on operating systems supporting - atomic flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to reduces the risk of these issues .|This PEP fixes also a race condition in multithreaded applications on operating systems supporting atomic flags to create non-inheritable file descriptors .
PEP 446 | proposal| support | This PEP proposes to make all file descriptors created by Python non inheritable by default to reduce the risk of these issues .|This PEP - fixes also a race condition in multithreaded applications on operating + fixes also a race condition in multi-threaded applications on operating systems supporting atomic flags to create non-inheritable file descriptors .
PEP 447 | proposal| feedback | The PEP proposes to to replace direct access to the class dict in object .|I?ve just pushes a minor update to the PEP and would like to get some feedback on this , arguably fairly esoteric , PEP .
PEP 449 | proposal| support | Due to the number of issues , some of them very serious , and the CDN which more or less provides much of the same benefits this PEP proposes to first deprecate and then remove the public mirroring infrastructure .|It does not propose the removal + of mirroring support in general .
PEP 449 | proposal| support | Due to the number of issues , some of them very serious , and the CDN which more or less provides much of the same benefits this PEP proposes to first deprecate and then remove the public mirroring infrastructure .|It does not propose the removal - of mirroring support in general .
PEP 449 | proposal| support | Due to the number of issues , some of them very serious , and the CDN which provides most of the benefit of the auto discovery and consistent naming scheme this PEP proposes to first deprecate and then remove the LSB a. .|It does not propose the removal - of mirroring support in general .
PEP 451 | updated| support | I 've updated the PEP and the reference implementation .|In the Finders section , the PEP specifies returning None -LRB- or using a different loader -RRB- when the found loader does not support loading into an existing module -LRB- e.g during reload -RRB- .
PEP 451 | updated| support | I 've updated the PEP and the reference implementation .|An alternative to returning None would be for the finder to raise ImportError with a message like `` the loader does not support reloading the module '' .
PEP 451 | accepted| discussion | pep 451 modulespec is accepted .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | accepted| discussion | pep 451 modulespec is accepted .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | bdfl_pronouncement_accepted| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | bdfl_pronouncement_accepted| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | bdfl_pronouncement_accepted| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | bdfl_pronouncement_accepted| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 451 | co_bdfl_delegate_accepted_pep| discussion | I 'm pleased to announce that Brett Cannon and Nick Coghlan the co BDFL delegates have accepted PEP 451 for inclusion in Python 3.4 .|Both of them have contributed substantially to the discussions of the proposal and have helped make it solid .
PEP 453 | updated| feedback | The feedback on the previous version of PEP 453 could be summed up as yes for 3.4 , no for 2.7 and 3.3 '' , and I 've now updated the PEP accordingly .|The feedback on the previous version of PEP 453 could be summed up as yes for 3.4 , no for 2.7 and 3.3 '' , and I 've now updated the PEP accordingly .
PEP 453 | updated| feedback | The feedback on the previous version of PEP 453 could be summed up as yes for 3.4 , no for 2.7 and 3.3 '' , and I 've now updated the PEP accordingly .|The feedback on the previous version of PEP 453 could be summed up as `` yes for 3.4 , no for 2.7 and 3.3 '' , and I 've now updated the PEP accordingly .
PEP 453 | proposal| support | This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide in Python 2.7 , 3.3 and 3.4 be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 3.4 to provide pip by default in support of that recommendation .|This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide in Python 2.7 , 3.3 and 3.4 be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 3.4 to provide pip by default in support of that recommendation .
PEP 453 | proposal| support | This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide in Python 2.7 , 3.3 and 3.4 be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 3.4 to provide pip by default in support of that recommendation .|This PEP proposes that the ` Installing Python Modules < http://docs.python.org/3/install > ` __ guide in Python 2.7 , 3.3 and 3.4 be updated to officially recommend the use of `` pip `` as the default installer for Python packages , and that appropriate technical changes be made in Python 3.4 to provide `` pip `` by default in support of that recommendation .
PEP 453 | proposal| support | To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 , as well as automatic invocation of that module from pyvenv and changes to the way Python installed scripts are handled on Windows .|To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 , as well as automatic invocation of that module from pyvenv and changes to the way Python installed scripts are handled on Windows .
PEP 453 | proposal| support | To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 , as well as automatic invocation of that module from pyvenv and changes to the way Python installed scripts are handled on Windows .|To support that end , this PEP proposes the inclusion of an `` ensurepip `` bootstrapping module in Python 3.4 , as well as automatic invocation of that module from `` pyvenv `` and changes to the way Python installed scripts are handled on Windows .
PEP 453 | proposal| support | To provide clear guidance for new users of Python that may not be starting with the latest release , this PEP also proposes that the Installing Python Modules '' guides in Python 2.7 and 3.3 be updated to recommend installing and using pip , rather than invoking distutils directly .|To support that end , this PEP proposes the inclusion of an `` ensurepip `` bootstrapping module in Python 3.4 , as well as automatic invocation of that module from `` pyvenv `` and changes to the way Python installed scripts are handled on Windows .
PEP 453 | proposal| support | This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 2.7 , 3.3 and 3.4 to provide pip by default in support of that recommendation .|This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 2.7 , 3.3 and 3.4 to provide pip by default in support of that recommendation .
PEP 453 | proposal| support | This PEP proposes that the Installing Python Modules http docs.python.org 3 install guide be updated to officially recommend the use of pip as the default installer for Python packages , and that appropriate technical changes be made in Python 2.7 , 3.3 and 3.4 to provide pip by default in support of that recommendation .|This PEP proposes that the ` Installing Python Modules < http://docs.python.org/3/install > ` __ guide be updated to officially recommend the use of `` pip `` as the default installer for Python packages , and that appropriate technical changes be made in Python 2.7 , 3.3 and 3.4 to provide `` pip `` by default in support of that recommendation .
PEP 453 | proposal| support | To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 along with the upcoming maintenance releases of Python 2.7 and 3.3 , as well as changes to the way Python installed scripts are handled on Windows for Python 3.4 only .|To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 along with the upcoming maintenance releases of Python 2.7 and 3.3 , as well as changes to the way Python installed scripts are handled on Windows for Python 3.4 only .
PEP 453 | proposal| support | To support that end , this PEP proposes the inclusion of an ensurepip bootstrapping module in Python 3.4 along with the upcoming maintenance releases of Python 2.7 and 3.3 , as well as changes to the way Python installed scripts are handled on Windows for Python 3.4 only .|To support that end , this PEP proposes the inclusion of an `` ensurepip `` bootstrapping module in Python 3.4 -LRB- along with the upcoming maintenance releases of Python 2.7 and 3.3 -RRB- , as well as changes to the way Python installed scripts are handled on Windows -LRB- for Python 3.4 only -RRB- .
PEP 453 | final| support | We 've also been focusing our efforts on getting the installer side of things sorted out moreso than the build side , and PEP 453 is really the culmination of that effort mostly implemented now , as there 's just a few more issues for pip 1.5 final , along with the docs update to go on the CPython side .|Metadata 2.0 is then about clearly defining the full data model we want to support for distribution , and I think that will help us better document the build side of things .
PEP 457 | proposal| support | This PEP proposes a backwards compatible syntax that should permit implementing any builtin in pure Python code .|+ + ========= + Rationale + ========= + + Python has always supported positional-only parameters .
PEP 458 | proposal| support | Surviving a Compromise of PyPI '' proposes how the Python Package Index PyPI can be amended to better protect end users from altered or malicious packages , and to minimize the extent of PyPI compromises against affected users .|The first stage of the proposal -LRB- PEP 458 that supports verification of PyPI packages signed with cryptographic keys stored on PyPI , requires no action from developers and end users , and protects against malicious CDNs and public mirrors .
PEP 458 | proposal| support | Surviving a Compromise of PyPI '' proposes how the Python Package Index PyPI can be amended to better protect end users from altered or malicious packages , and to minimize the extent of PyPI compromises against affected users .|To support continuous delivery of uploaded packages , PyPI administrators sign for uploaded packages with an online key stored on PyPI infrastructure .
PEP 458 | proposal| feedback | By focusing on one at a time we can get a more polished PEP that is easier to understand see below .|I?ve seen feedback from more than one person that they feel like they are having a hard time grok?ing what the * impact * of the PEPs will be to them without having to go through and understand the intricacies of TUF and how the PEP implements TUF .
PEP 458 | proposal| support | Surviving a Compromise of PyPI '' proposes how the Python Package Index PyPI can be amended to better protect end users from altered or malicious packages , and to minimize the extent of PyPI compromises against affected users .|The first stage of the proposal -LRB- PEP 458 that supports verification of PyPI packages signed with cryptographic keys stored on PyPI , requires no action from developers and end users , and protects against malicious CDNs and public mirrors .
PEP 458 | proposal| support | Surviving a Compromise of PyPI '' proposes how the Python Package Index PyPI can be amended to better protect end users from altered or malicious packages , and to minimize the extent of PyPI compromises against affected users .|To support continuous delivery of uploaded packages , PyPI administrators sign for uploaded packages with an online key stored on PyPI infrastructure .
PEP 460 | proposal| support | The PEP proposes b ' c ' 4 b ' x04 .|Antoine gave me a good argument against supporting b ' % s ' % int : how would int subclasses be handled ?
PEP 462 | proposal| support | This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .|This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .
PEP 462 | proposal| support | This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .|+ This PEP also proposes changes to the way certain supporting repositories + -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to + make them more accessible to new contributors , and easier to manage for + core developers .
PEP 462 | proposal| support | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .|This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .
PEP 462 | proposal| support | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .|+ This PEP also proposes changes to the way certain supporting repositories + -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to + make them more accessible to new contributors , and easier to manage for + core developers .
PEP 462 | proposal| support | This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .|This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .
PEP 462 | proposal| support | This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .|- This PEP also proposes changes to the way certain supporting repositories - -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to - make them more accessible to new contributors , and easier to manage for - core developers .
PEP 462 | proposal| support | This PEP also proposes changes to the way certain supporting repositories such as the repository for Python Enhancement Proposals are managed to make them more accessible to new contributors , and easier to manage for core developers .|- - These supporting repositories could benefit greatly from user the simple - `` pull request '' style workflow made popular by code hosting sites like - GitHub and BitBucket .
PEP 462 | proposal| support | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .|This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .
PEP 462 | proposal| support | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .|- This PEP also proposes changes to the way certain supporting repositories - -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to - make them more accessible to new contributors , and easier to manage for - core developers .
PEP 462 | proposal| support | This PEP proposes introducing a more sophisticated approach to repository management that includes more self service '' features , including support for pull requests .|- - These supporting repositories could benefit greatly from user the simple - `` pull request '' style workflow made popular by code hosting sites like - GitHub and BitBucket .
PEP 462 | proposal| support | Proposal This PEP proposes that , once the Kallithea project has made an official release , that a Kallithea instance be deployed as forge.python.org '' .|- This PEP also proposes changes to the way certain supporting repositories - -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to - make them more accessible to new contributors , and easier to manage for - core developers .
PEP 462 | proposal| support | Proposal This PEP proposes that , once the Kallithea project has made an official release , that a Kallithea instance be deployed as forge.python.org '' .|- - These supporting repositories could benefit greatly from user the simple - `` pull request '' style workflow made popular by code hosting sites like - GitHub and BitBucket .
PEP 462 | proposal| support | Breaking existing SSH access and links for Mercurial repositories This PEP proposes leaving the existing hg.python.org installation alone , and setting up Kallithea on a new host .|- This PEP also proposes changes to the way certain supporting repositories - -LRB- such as the repository for Python Enhancement Proposals -RRB- are managed to - make them more accessible to new contributors , and easier to manage for - core developers .
PEP 462 | proposal| support | Breaking existing SSH access and links for Mercurial repositories This PEP proposes leaving the existing hg.python.org installation alone , and setting up Kallithea on a new host .|- - These supporting repositories could benefit greatly from user the simple - `` pull request '' style workflow made popular by code hosting sites like - GitHub and BitBucket .
PEP 462 | proposal| support | In particular this PEP proposes changes to the following repositories https hg.python.org devguide https hg.python.org devinabox https hg.python.org peps This PEP does not propose any changes to the core development workflow for CPython itself .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP proposes migrating the repository hosting of CPython and the supporting repositories to Git and Github .|This PEP proposes migrating the repository hosting of CPython and the supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP proposes migrating the repository hosting of CPython and the supporting repositories to Git and Github .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | Repository Hosting This PEP proposes allowing GitHub Pull Requests to be submitted , however GitHub does not have a way to submit Pull Requests against a repository that is not hosted on GitHub .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP also proposes that in addition to GitHub Pull Requests Phabricator 's Differential app can also be used to submit proposed changes and Phabricator does allow submitting changes against a repository that is not hosted on Phabricator .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | For this reason this PEP proposes using GitHub as the canonical location of the repository with a read only mirror located in Phabricator .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP proposes that we move these repositories to Github .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP proposes allowing both Github Pull Requests and Phabricator changes to propose changes and review code .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | This PEP proposes allowing both Github Pull Requests and Phabricator changes to propose changes and review code .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | Phabricator In addition to GitHub Pull Requests this PEP also proposes setting up a Phabricator instance and pointing it at the GitHub hosted repositories .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | Whether to enable Phabricator for any particular repository can be chosen on a case by case basis , this PEP only proposes that it must be enabled for the CPython repository , however for smaller repositories such as the PEP repository it may not be worth the effort .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 462 | proposal| support | Since this PEP proposes switching to Git this leaves the people who prefer Mercurial out , however those users can easily continue to work with Mercurial by using the hg git LSB hg git RSB extension for Mercurial which will let it work with a repository which is Git on the serverside .|+ This PEP proposes migrating the repository hosting of CPython and the + supporting repositories to Git and Github .
PEP 465 | proposal| consensus | txt 0,0 1,1223 PEP 465 Title Dedicated infix operators for matrix multiplication and matrix power Version Revision Last Modified Date Author Nathaniel J. Smith njs at pobox.com Status Draft Type Standards Track Python Version 3.5 Content Type text x rst Created 20 Feb 2014 Post History 13 Mar 2014 Abstract This PEP proposes two new binary operators dedicated to matrix multiplication and matrix power , spelled and respectively .|However , a number of projects have reached + consensus on the recommended semantics for these operations ; see + ` Intended usage details ` _ below .
PEP 465 | proposal| consensus | This PEP proposes the minimum effective change to Python syntax that will allow us to drain this swamp .|However , a number of projects have reached + consensus on the recommended semantics for these operations ; see + ` Intended usage details ` _ below .
PEP 465 | proposal| support | To continue the support of the separation of bytecode files based on their optimization level , this PEP proposes extending the PYC file name to include the optimization level in bytecode repository directory i.e. , the pycache directory .|To continue the support of the separation of bytecode files based on their optimization level , this PEP proposes extending the PYC file name to include the optimization level in bytecode repository directory i.e. , the pycache directory .
PEP 465 | proposal| support | To continue the support of the separation of bytecode files based on their optimization level , this PEP proposes extending the PYC file name to include the optimization level in bytecode repository directory i.e. , the pycache directory .|+ To continue the support of the separation of bytecode files based on + their optimization level , this PEP proposes extending the PYC file + name to include the optimization level in bytecode repository + directory -LRB- i.e. , the `` __ pycache __ `` directory -RRB- .
PEP 465 | proposal| support | Proposal To eliminate the ambiguity that PYO files present , this PEP proposes eliminating the concept of PYO files and their accompanying .|+ To continue the support of the separation of bytecode files based on + their optimization level , this PEP proposes extending the PYC file + name to include the optimization level in bytecode repository + directory -LRB- i.e. , the `` __ pycache __ `` directory -RRB- .
PEP 465 | proposal| support | format name module name , cache tag sys.implementation.cache tag This PEP proposes to change the expression to ' LCB name RCB .|+ To continue the support of the separation of bytecode files based on + their optimization level , this PEP proposes extending the PYC file + name to include the optimization level in bytecode repository + directory -LRB- i.e. , the `` __ pycache __ `` directory -RRB- .
PEP 465 | proposal| support | pep 465 a dedicated infix operator for matrix multiplication this pep proposes adding formatting operations similar to python 2 's str type to class bytes and class bytearray .|t @ inv -LRB- h @ v @ h.t -RRB- @ -LRB- h @ beta - r -RRB- + + an upcoming release of numpy 1.10 will add support for the new operator : : + + >> > import numpy + + >> > x = numpy.ones -LRB- 3 -RRB- + >> > x + array -LRB- -LSB- 1. , 1. , 1 . -RSB- -RRB-
