PEP 11| proposal | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms . | To reduce this risk , this PEP proposes a procedure to remove code for platforms with no Python users . | support | The growing amount of these fragments poses the risk of unmaintainability without having experts for a large number of platforms , it is not possible to determine whether a certain change to the Python source code will work on all supported platforms .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3000| bdfl_pronouncement | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations . | Guido agreed , indicating that args will continue to be sequences in Python 3.0 . | discussion | I pointed him to a previous discussion Raymond Hettinger and I had about the subject that indicated that for args , sequences were preferable to iterators in a number of situations .
PEP 3103| rejected | txt Mon Feb 26 01 35 06 2007 3,7 3,7 Version Revision Last Modified Date Author guido at python.org Guido van Rossum Status Draft Status Rejected Type Standards Track Python Version 3.0 Content Type textx rst 11,6 11,13 Post History 26 Jun 2006 Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support . | I therefore reject it . | support | txt Mon Feb 26 01 35 06 2007 3,7 3,7 Version Revision Last Modified Date Author guido at python.org Guido van Rossum Status Draft Status Rejected Type Standards Track Python Version 3.0 Content Type textx rst 11,6 11,13 Post History 26 Jun 2006 Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support .
PEP 3103| rejected | txt Mon Feb 26 01 35 06 2007 3,7 3,7 Version Revision Last Modified Date Author guido at python.org Guido van Rossum Status Draft Status Rejected Type Standards Track Python Version 3.0 Content Type textx rst 11,6 11,13 Post History 26 Jun 2006 Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support . | I therefore reject it . | no_popular_support | txt Mon Feb 26 01 35 06 2007 3,7 3,7 Version Revision Last Modified Date Author guido at python.org Guido van Rossum Status Draft Status Rejected Type Standards Track Python Version 3.0 Content Type textx rst 11,6 11,13 Post History 26 Jun 2006 Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support .
PEP 3103| rejected | https www.python.orgdevpepspep 3103 A SwitchCase Statement '' by Guido van Rossum , Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support . | I therefore reject it '' . | support | https www.python.orgdevpepspep 3103 A SwitchCase Statement '' by Guido van Rossum , Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support .
PEP 3103| rejected | https www.python.orgdevpepspep 3103 A SwitchCase Statement '' by Guido van Rossum , Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support . | I therefore reject it '' . | no_popular_support | https www.python.orgdevpepspep 3103 A SwitchCase Statement '' by Guido van Rossum , Rejection Notice A quick poll during my keynote presentation at PyCon 2007 shows this proposal has no popular support .
PEP 3103| bdfl_pronouncement | There the poll indicated no specific proposal had a majority , so for each specific proposal one could say it did n't have popular support , but the majority still prefered to have a conditional expression . | But at that time Guido used that poll as an indication there was not enough support . | support | There the poll indicated no specific proposal had a majority , so for each specific proposal one could say it did n't have popular support , but the majority still prefered to have a conditional expression .
PEP 3103| bdfl_pronouncement | There the poll indicated no specific proposal had a majority , so for each specific proposal one could say it did n't have popular support , but the majority still prefered to have a conditional expression . | But at that time Guido used that poll as an indication there was not enough support . | majority | There the poll indicated no specific proposal had a majority , so for each specific proposal one could say it did n't have popular support , but the majority still prefered to have a conditional expression .
PEP 3106| proposal | The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs . | This PEP proposes to just eliminate all that annoyance by making the iterator based APIs work again in Python 3.5 . | support | The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs .
PEP 3106| proposal | By contrast , users that actually want the increased efficiency will have faced a three phase migration process by the time they have fully migrated to Python 3 original migration to the iterator based APIs after they were added in Python 2.2 migration to a separate function based API in order to run in the common subset of Python 2 and 3 eventual migration back to unprefixed method APIs when eventually dropping Python 2.7 support The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs . | This PEP proposes to just eliminate all that annoyance by making the iterator based APIs work again in Python 3.5 . | support | By contrast , users that actually want the increased efficiency will have faced a three phase migration process by the time they have fully migrated to Python 3 original migration to the iterator based APIs after they were added in Python 2.2 migration to a separate function based API in order to run in the common subset of Python 2 and 3 eventual migration back to unprefixed method APIs when eventually dropping Python 2.7 support The view based APIs that were added to Python 2.7 do n't actually help with the transition process , as they do n't exist in Python 3 and hence are n't part of the common subset of Python 2 and Python 3 , and also are n't supported by most Python 2 mappings including the collection ABCs .
PEP 3107| proposal | Jython could implement this use of function annotations without python supporting it , but that would make the code incompatible between python and Jython , which would be highly unfortunate . | Therefore i propose that python adds support for function annotations in version 2.6 via from future import function annotations This would make the change as compatible as for example decorators or the with statement . | support | Jython could implement this use of function annotations without python supporting it , but that would make the code incompatible between python and Jython , which would be highly unfortunate .
PEP 3115| proposal | This lead to a major discussion about PEP 422 , where I discussed some possible changes to PEP 422 . | Nick proposed I write a competing PEP , so that the community may decide . | discussion | This lead to a major discussion about PEP 422 , where I discussed some possible changes to PEP 422 .
PEP 3122| accepted | I must say , this whole discussion is actually making me far more sympathetic to the ideas behind PEP 299 which proposed main functions as a replacement for name '' main '' blocks . | Brett 's rejected PEP 3122 and my own accepted PEP 366 were both a direct result of the interpreter lying about the real value of name . | discussion | I must say , this whole discussion is actually making me far more sympathetic to the ideas behind PEP 299 which proposed main functions as a replacement for name '' main '' blocks .
PEP 3122| accepted | I must say , this whole discussion is actually making me far more sympathetic to the ideas behind PEP 299 which proposed main functions as a replacement for name '' main '' blocks . | Brett 's rejected PEP 3122 and my own accepted PEP 366 were both a direct result of the interpreter lying about the real value of name . | discussion | I must say , this whole discussion is actually making me far more sympathetic to the ideas behind PEP 299 which proposed main functions as a replacement for name '' main '' blocks .
PEP 3135| proposal | This PEP proposes to instead support a wide range of customisation scenarios through a new namespace parameter in the class header , and a new init class hook in the class body . | This PEP proposes a mechanism that will once again allow the body of a class definition to more directly influence the way a class is created albeit in a more constrained fashion , as well as replacing some current uses of metaclasses with a simpler , easier to understand alternative . | support | This PEP proposes to instead support a wide range of customisation scenarios through a new namespace parameter in the class header , and a new init class hook in the class body .
PEP 3135| proposal | This lead to a major discussion about PEP 422 , where I discussed some possible changes to PEP 422 . | Nick proposed I write a competing PEP , so that the community may decide . | discussion | This lead to a major discussion about PEP 422 , where I discussed some possible changes to PEP 422 .
PEP 308| accepted | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| accepted | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| rejected | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| rejected | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| vote | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote_after_discussion | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type textplain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| bdfl_pronouncement | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| updated | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | 2 Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| updated | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9292005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| accepted | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| accepted | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| rejected | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| rejected | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalized and ready for a decision . | majority | If you want to summarise them as yesnoundecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| accepted | If you want to summarise them as yes no undecided , then set required majority levels , but to some extent that 's just another chance for people to complain . | To some extent , anything else does n't match the oficial PEP process where the PEP is modified to match the proposed solution , and then the PEP is accepted or rejected once it 's finalised and ready for a decision . | majority | If you want to summarise them as yes no undecided , then set required majority levels , but to some extent that 's just another chance for people to complain .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote_after_discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| bdfl_pronouncement | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| updated | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| updated | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| vote_after_discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior . | Following the discussion , a vote was held . | discussion | Status Rejected Type Standards Track Content Type text plain 31,34 31,41 discussion , and a discussion of short circuit behavior .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | support | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| rejected | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support . | Accordingly , the PEP was rejected due to the lack of an overwhelming majority for change . '' | majority | While there was an overall interest in having some form of if then else expressions , no one format was able to draw majority support .
PEP 308| bdfl_pronouncement | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| updated | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | LSB 2 RSB Previous community efforts to add a conditional expression were stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
PEP 308| bdfl_pronouncement | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax . | That issue was resolved by simply deferring to a BDFL best judgment call . | consensus | txt , v retrieving revision 1.21 retrieving revision 1.22 diff u d r1 .21 r1 .22 pep 0308.txt 30 Sep 2005 01 51 58 0000 1.21 pep 0308.txt 30 Sep 2005 13 41 34 0000 1.22 9,6 9,7 Created 7 Feb 2003 Post History 7 Feb 2003 , 11 Feb 2003 Adding a conditional expression On 9 29 2005 , Guido decided to add conditional expressions in the 21,11 22,12 stymied by a lack of consensus on the best syntax .
